task_name,id,definition,inputs,targets
task955_wiki_auto_style_transfer,task955-3e7f3f43946b4e1d9df8da6025de2592,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",""" Enterprise "" earned 20 battle stars .",""" Enterprise "" earned 20 battle stars , the most for any U.S. warship in World War II , and was the most decorated U.S. ship of World War II ."
task1346_glue_cola_grammatical_correctness_classification,task1346-3727f6044886432ebd5e171e3e04296e,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John didn't see Mary and Bill Sue.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-8b0180d8a70146bcac841a669b0435af,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",We might go on vacation if we can ever figure out when to.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-7aa64beb45cf41e9a15be7aae5a20815,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Ellen warned that melons were selling.,1
task089_swap_words_verification,task089-da2714a35d0e422c9d434600ae228660,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A pizza sitting top on of a metal pan covered in cheese,"(4, 5)"
task585_preposition_classification,task585-bc942c6705f649538011562f538ce235,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: pox 
 Word2: monkey",in
task1346_glue_cola_grammatical_correctness_classification,task1346-25bed907afe04adc954722bf27ff9a85,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John tried Bill to play checkers.,0
task089_swap_words_verification,task089-e9c946fe9713462ebc19a6ab0e9bc5e7,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A blue and white fire hydrant on the side of street the,"(11, 12)"
task955_wiki_auto_style_transfer,task955-a73bce4dc91a4b8b992384b9a9beb95c,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",The most common SI units for density are g / cm and kg / m .,The SI unit of kilogram per cubic metre ( kg / m ) and the cgs unit of gram per cubic centimetre ( g / cm ) are probably the most commonly used units for density .
task1346_glue_cola_grammatical_correctness_classification,task1346-8b76991c771345a2a4bbbd2d76100836,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",What is John eager to do?,1
task089_swap_words_verification,task089-64d5f80dc8e0422fb7679e4749a43df7,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",older An zebra and younger one nuzzle in a field,"(1, 2)"
task955_wiki_auto_style_transfer,task955-dbfe9853fdc64518953bce4936b40e40,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Marcel Prud 'homme ( November 30 , 1934 – January 25 , 2017 ) was a Canadian politician .","Marcel Prud 'homme , ( November 30 , 1934 – January 25 , 2017 ) was a member of the Senate of Canada and a member of parliament ( MP ) in the House of Commons of Canada ."
task089_swap_words_verification,task089-66a66891c5a04eafab77f5be427ff791,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",group A of people standing around a cart filled with supplies,"(1, 2)"
task955_wiki_auto_style_transfer,task955-70b5782031994a2990111bd00328f5c5,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",Plate armour is a type of body armour made from iron or steel plates .,"Plate armour is a historical type of personal body armour made from iron or steel plates , culminating in the iconic suit of armour entirely encasing the wearer ."
task1346_glue_cola_grammatical_correctness_classification,task1346-caf1e58e1cf54310b31638a03e737e7b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",This bed was slept in by George Washington.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-c56f18ccc30b451097fccb2ba2710b00,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",He fed the children.,1
task089_swap_words_verification,task089-9abe5dffdbd244b19d64c3fbba0a9155,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A is man skateboarding on a railing in black and white,"(2, 3)"
task955_wiki_auto_style_transfer,task955-ed0e415f8bf7466abc565dabe176ffbf,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",Sulfonamide drugs were the first antimicrobial drugs .,"Sulfonamide drugs were the first antibacterials to be used systemically , and paved the way for the antibiotic revolution in medicine ."
